organization_id,sales_order,date_create,status,code,client_id,tvz_id,cost_price,price_b2b_gross,price_b2c_gross,quantity
1,2051022902,2022-06-30T06:17:18.633,3,57546,29830,1037,52.01,80.50,86.22,5
1,2051022902,2022-06-30T06:17:18.633,3,57330,29830,1037,265.79,392.08,420.30,1
13,2051022903,2022-06-30T06:28:16.100,0,65886,35658,7442,190.24,337.41,361.03,1
13,2051022904,2022-06-30T06:28:19.507,0,60530,55815,7010,231.46,277.98,319.00,1
13,2051022904,2022-06-30T06:28:19.507,0,296,55815,7010,50.71,59.37,75.44,2
14,2051022905,2022-06-30T06:28:22.916,0,43652,11213,8109,604.54,914.54,951.61,2
13,2051022906,2022-06-30T06:50:19.932,0,52683,11088,7230,112.49,222.45,271.58,1
15,2051022907,2022-06-30T06:50:23.339,0,61246,60505,8584,139.62,169.21,178.90,2
15,2051022907,2022-06-30T06:50:23.339,0,58202,60505,8584,22.71,36.25,39.87,1
1,2051022908,2022-06-30T07:01:07.477,0,63062,25385,1362,32.83,44.32,49.57,5
8,2051022909,2022-06-30T07:01:10.843,0,60568,7529,5426,386.18,568.53,608.90,1
5,2051022910,2022-06-30T07:12:02.224,0,43652,54343,3989,604.54,889.35,1085.24,1
1,2051022911,2022-06-30T07:23:02.641,0,66773,59331,903,972.62,1113.53,1191.94,10
13,2051022912,2022-06-30T07:34:02.084,0,58520,61593,7191,135.07,238.48,255.41,1
13,2051022913,2022-06-30T07:34:05.470,0,66990,8705,7172,805.24,1045.37,1118.65,1
13,2051022914,2022-06-30T07:45:01.949,0,55758,13520,7328,166.14,210.30,225.24,2
5,2051022915,2022-06-30T07:56:05.159,0,48176,18199,3568,578.52,614.39,657.40,1
15,2051022916,2022-06-30T08:07:05.148,0,14488,1206,8303,226.16,307.20,328.70,1
15,2051022916,2022-06-30T08:07:05.148,0,60197,1206,8303,301.70,384.75,411.68,1
5,2051022917,2022-06-30T08:07:09.840,0,40791,54981,4035,1004.78,1110.87,1190.86,1
5,2051022917,2022-06-30T08:07:09.840,0,14147,54981,4035,410.55,455.83,497.90,1
5,2051022917,2022-06-30T08:07:09.840,0,57077,54981,4035,244.49,273.70,325.47,1
5,2051022917,2022-06-30T08:07:09.840,0,58432,54981,4035,488.37,604.32,646.62,1
1,2051022918,2022-06-30T08:18:05.718,0,52977,57187,703,939.48,1201.36,1287.85,3
5,2051022919,2022-06-30T08:18:09.121,0,3538,8331,3768,745.39,850.50,871.86,1
5,2051022920,2022-06-30T08:18:12.486,0,64429,40922,3539,172.27,195.20,230.63,5
8,2051022921,2022-06-30T08:18:15.737,0,45227,60495,5664,58.19,61.25,77.59,3
7,2051022922,2022-06-30T08:29:05.127,0,44506,36779,4605,715.19,800.98,857.85,1
1,2051022923,2022-06-30T08:29:08.454,3,57194,70447,275,3337.29,3648.68,3907.74,1
13,2051022924,2022-06-30T08:40:10.885,0,40821,13177,6991,541.60,606.78,649.85,1
13,2051022924,2022-06-30T08:40:10.885,0,316,13177,6991,112.75,136.03,156.27,1
1,2051022925,2022-06-30T08:40:14.371,0,65395,46325,589,1388.85,1473.38,1582.06,2
5,2051022926,2022-06-30T08:40:17.731,0,54464,40097,3850,611.80,699.35,749.00,1
8,2051022927,2022-06-30T08:51:02.919,0,41157,33983,5704,483.26,619.28,663.86,1
7,2051022928,2022-06-30T08:51:06.495,0,54163,10230,4686,296.07,421.23,451.56,1
8,2051022929,2022-06-30T09:02:05.177,0,10007,69983,5281,347.60,385.40,404.14,1
8,2051022929,2022-06-30T09:02:05.177,0,66015,69983,5281,1060.58,1285.44,1370.83,1
13,2051022930,2022-06-30T09:02:08.980,0,59017,53988,7334,96.98,132.95,142.26,1
13,2051022930,2022-06-30T09:02:08.980,0,50524,53988,7334,85.28,119.74,128.25,1
13,2051022931,2022-06-30T09:02:12.673,0,65502,7577,7191,883.25,1002.16,1072.31,1
1,2051022932,2022-06-30T09:02:16.170,0,55551,49190,894,70.05,119.74,128.25,2
2,2051022933,2022-06-30T09:02:20.000,0,47380,10217,2670,639.77,691.30,768.40,1
1,2051022934,2022-06-30T09:13:05.416,0,22882,34606,824,63.75,98.61,105.61,3
7,2051022935,2022-06-30T09:13:08.822,0,3891,53627,4841,114.11,164.02,178.90,1
7,2051022935,2022-06-30T09:13:08.822,0,60322,53627,4841,28.90,44.27,47.42,1
7,2051022935,2022-06-30T09:13:08.822,0,16403,53627,4841,96.86,114.61,143.33,1
7,2051022935,2022-06-30T09:13:08.822,0,51437,53627,4841,119.87,151.94,162.73,1
7,2051022935,2022-06-30T09:13:08.822,0,53371,53627,4841,48.63,83.52,89.45,2
7,2051022936,2022-06-30T09:13:12.679,1,45730,56938,4528,244.34,296.84,317.92,1
5,2051022937,2022-06-30T09:24:05.982,0,38741,51702,3293,477.73,525.76,571.18,1
5,2051022938,2022-06-30T09:24:09.382,0,65882,58861,4049,1112.89,1257.82,1335.27,1
1,2051022939,2022-06-30T09:35:05.512,1,9171,33840,640,3006.07,3692.53,3958.39,1
1,2051022940,2022-06-30T09:35:08.972,0,55992,16034,556,116.40,144.43,156.27,2
1,2051022941,2022-06-30T09:35:12.580,0,40364,3976,664,115.42,154.10,164.89,2
8,2051022942,2022-06-30T09:35:16.234,1,16897,33956,5407,131.98,181.13,193.99,1
8,2051022942,2022-06-30T09:35:16.234,1,17332,33956,5407,165.99,191.18,204.76,1
5,2051022943,2022-06-30T09:35:19.874,0,60568,39760,3567,386.18,573.56,614.29,1
1,2051022944,2022-06-30T09:35:23.399,0,66989,67347,476,41.61,55.39,59.27,3
1,2051022944,2022-06-30T09:35:23.399,0,5616,67347,476,31.54,60.37,64.66,1
1,2051022945,2022-06-30T09:46:06.617,1,7582,43418,1177,30.18,119.74,128.25,2
5,2051022946,2022-06-30T09:46:10.095,0,41727,17672,3848,290.89,328.04,351.33,1
1,2051022947,2022-06-30T09:57:03.084,0,48599,12589,930,434.78,514.52,557.17,1
14,2051022948,2022-06-30T09:57:03.459,0,49024,42236,8063,1730.00,1974.32,2221.14,1
1,2051022949,2022-06-30T09:57:04.497,0,62008,50373,773,403.85,547.91,586.27,2
5,2051022950,2022-06-30T10:08:03.173,0,46991,39544,3652,776.02,895.57,955.92,1
1,2051022951,2022-06-30T10:08:03.855,0,58060,5230,1190,673.59,778.56,833.06,1
1,2051022952,2022-06-30T10:19:02.219,0,53550,43236,824,5567.82,6473.24,6939.31,1
1,2051022953,2022-06-30T10:19:02.875,1,56911,10130,921,435.47,537.34,575.49,1
1,2051022954,2022-06-30T10:19:05.384,0,5473,49461,626,102.38,136.98,146.57,1
1,2051022954,2022-06-30T10:19:05.384,0,64074,49461,626,655.47,1075.68,1152.06,1
1,2051022955,2022-06-30T10:19:07.435,0,60554,63114,556,878.15,982.01,1050.76,1
1,2051022955,2022-06-30T10:19:07.435,0,66021,63114,556,244.58,291.08,311.46,1
1,2051022955,2022-06-30T10:19:07.435,0,60550,63114,556,244.59,289.06,309.30,1
1,2051022955,2022-06-30T10:19:07.435,0,60551,63114,556,879.25,994.10,1063.69,1
1,2051022955,2022-06-30T10:19:07.435,0,60553,63114,556,244.57,281.01,300.68,1
1,2051022955,2022-06-30T10:19:07.435,0,65743,63114,556,390.89,446.19,477.42,1
5,2051022956,2022-06-30T10:19:09.613,4,50059,61550,3657,156.18,244.52,261.88,1
2,2051022957,2022-06-30T10:30:02.567,0,62126,56309,2644,654.70,980.71,1033.51,1
13,2051022958,2022-06-30T10:30:03.924,0,56238,7686,7338,318.29,398.48,409.53,1
1,2051022959,2022-06-30T10:30:04.704,0,59971,30470,1500,755.02,868.40,930.06,1
1,2051022960,2022-06-30T10:41:03.804,0,13919,48262,685,132.38,397.47,425.69,3
1,2051022961,2022-06-30T10:41:04.807,0,7281,36619,175,158.76,196.03,210.15,2
5,2051022962,2022-06-30T10:41:05.686,2,50419,39761,3893,583.10,609.35,649.85,2
5,2051022963,2022-06-30T10:41:06.210,0,12124,61540,3377,1609.69,1802.21,1935.55,1
9,2051022964,2022-06-30T10:41:06.834,0,40911,41798,5878,714.57,1268.88,1358.98,1
9,2051022965,2022-06-30T10:41:07.442,0,40911,41798,5878,714.57,1268.88,1358.98,1
1,2051022966,2022-06-30T10:52:06.946,3,41616,25264,235,698.00,967.91,1035.67,1
1,2051022966,2022-06-30T10:52:06.946,3,57925,25264,235,92.63,117.58,129.32,1
1,2051022967,2022-06-30T10:52:10.700,0,21008,46068,1017,353.93,529.79,566.87,1
1,2051022967,2022-06-30T10:52:10.700,0,17960,46068,1017,572.06,632.52,676.80,5
2,2051022968,2022-06-30T11:03:13.596,0,66667,15337,2707,232.87,235.68,252.18,1
1,2051022969,2022-06-30T11:03:17.588,0,20389,62048,695,39.31,54.39,58.20,1
1,2051022969,2022-06-30T11:03:17.588,0,45530,62048,695,41.50,65.47,70.05,1
1,2051022969,2022-06-30T11:03:17.588,0,20362,62048,695,36.39,49.35,52.81,1
1,2051022969,2022-06-30T11:03:17.588,0,20371,62048,695,144.19,205.46,219.85,1
1,2051022970,2022-06-30T11:03:21.463,0,20518,42836,894,795.53,863.37,924.67,1
1,2051022970,2022-06-30T11:03:21.463,0,7495,42836,894,53.54,66.41,71.13,4
1,2051022970,2022-06-30T11:03:21.463,0,5922,42836,894,42.06,46.33,49.57,2
1,2051022971,2022-06-30T11:14:04.490,0,63235,62435,355,244.96,281.75,301.76,1
1,2051022972,2022-06-30T11:14:06.633,0,43553,47561,874,71.05,119.74,128.25,5
1,2051022973,2022-06-30T11:14:07.323,0,13000,66901,629,112.16,125.48,135.79,1
1,2051022973,2022-06-30T11:14:07.323,0,60042,66901,629,67.59,85.35,104.54,2
1,2051022973,2022-06-30T11:14:07.323,0,49114,66901,629,210.64,287.79,308.22,2
1,2051022973,2022-06-30T11:14:07.323,0,64883,66901,629,254.32,364.03,415.99,1
1,2051022973,2022-06-30T11:14:07.323,0,46456,66901,629,18.21,30.25,38.80,2
5,2051022974,2022-06-30T11:25:03.789,0,16754,57482,3345,333.57,412.18,446.17,1
1,2051022975,2022-06-30T11:25:04.309,0,55238,28537,786,3135.19,4028.04,4314.03,1
1,2051022976,2022-06-30T11:25:05.225,0,44389,22551,145,1303.96,1422.17,1521.71,2
2,2051022977,2022-06-30T11:36:03.812,0,40721,56375,2542,573.60,661.12,708.05,1
2,2051022978,2022-06-30T11:36:04.426,2,7179,10189,2558,516.94,613.24,657.40,1
1,2051022979,2022-06-30T11:36:04.925,0,65495,50899,950,425.98,527.77,564.71,1
1,2051022980,2022-06-30T11:36:05.844,0,60354,71129,34,260.43,312.24,336.24,1
1,2051022980,2022-06-30T11:36:05.844,0,58640,71129,34,214.59,234.45,251.10,1
2,2051022981,2022-06-30T11:47:03.834,0,38351,7768,1696,101.99,145.91,156.27,1
2,2051022981,2022-06-30T11:47:03.834,0,38356,7768,1696,76.50,134.84,144.41,1
1,2051022982,2022-06-30T11:47:04.740,1,60554,63114,684,878.15,982.01,1050.76,1
1,2051022982,2022-06-30T11:47:04.740,1,66021,63114,684,244.58,291.08,311.46,1
1,2051022982,2022-06-30T11:47:04.740,1,60550,63114,684,244.59,289.06,309.30,1
1,2051022982,2022-06-30T11:47:04.740,1,55277,63114,684,140.66,142.74,158.42,1
1,2051022982,2022-06-30T11:47:04.740,1,60551,63114,684,879.25,994.10,1063.69,1
1,2051022982,2022-06-30T11:47:04.740,1,60553,63114,684,244.57,281.01,300.68,1
1,2051022983,2022-06-30T11:47:06.128,0,65980,62055,746,182.67,182.30,195.06,2
1,2051022984,2022-06-30T11:58:03.824,0,52551,48855,977,39.66,135.84,145.49,2
2,2051022985,2022-06-30T11:58:04.401,0,30067,53006,2614,147.28,200.25,214.46,2
2,2051022986,2022-06-30T11:58:04.972,0,66773,59683,2674,972.62,1122.09,1227.50,2
1,2051022987,2022-06-30T11:58:05.731,0,51730,43337,896,348.43,302.60,324.39,1
5,2051022988,2022-06-30T11:58:06.379,0,49180,65362,3869,203.50,233.26,274.81,1
13,2051022989,2022-06-30T11:58:07.154,0,53697,20710,7245,1822.29,2023.58,2167.25,1
2,2051022990,2022-06-30T11:58:07.723,0,52192,7837,2584,193.53,252.57,270.50,1
1,2051022991,2022-06-30T11:58:08.210,0,20284,32183,359,1102.03,1454.04,1557.28,1
5,2051022992,2022-06-30T11:58:08.755,1,1389,40709,3615,525.12,608.78,652.01,2
1,2051022993,2022-06-30T12:09:04.822,0,315,7344,342,73.26,92.49,111.00,2
5,2051022994,2022-06-30T12:22:29.612,0,9325,59564,3522,1662.42,1810.58,1940.94,1
5,2051022995,2022-06-30T12:22:30.132,0,49680,40301,3281,782.66,922.74,988.25,2
5,2051022996,2022-06-30T12:22:30.740,0,38197,54743,3388,521.07,556.98,595.97,1
1,2051022997,2022-06-30T12:34:03.238,0,59047,72468,682,615.73,689.93,738.22,1
5,2051022998,2022-06-30T12:34:04.266,0,48599,19942,3971,434.78,502.48,551.78,1
5,2051022999,2022-06-30T12:46:24.231,0,64549,66280,3901,1510.77,1643.21,1759.88,2
1,2051023000,2022-06-30T12:46:24.960,0,48704,68611,946,527.83,674.56,723.14,2
1,2051023001,2022-06-30T12:46:25.434,0,43836,23338,204,1162.82,1444.65,1548.65,1
13,2051023002,2022-06-30T12:46:26.441,0,48698,53975,6965,470.25,536.83,575.49,1
5,2051023003,2022-06-30T12:58:13.245,0,14075,20482,3631,413.92,525.26,562.56,1
1,2051023004,2022-06-30T12:58:13.986,0,20686,33449,972,123.94,189.00,202.61,2
8,2051023005,2022-06-30T12:58:14.605,3,50058,69989,5206,135.36,173.08,185.36,1
8,2051023005,2022-06-30T12:58:14.605,3,22895,69989,5206,59.51,87.63,93.76,1
7,2051023006,2022-06-30T12:58:15.516,0,56882,12039,4819,147.40,265.90,284.51,1
1,2051023007,2022-06-30T13:10:18.901,0,60558,12241,1416,1174.69,1474.53,1577.75,1
2,2051023008,2022-06-30T13:10:20.138,0,65490,39348,2039,747.38,890.54,953.76,1
2,2051023009,2022-06-30T13:10:21.009,0,57596,18845,2147,8425.64,9958.15,10458.00,3
2,2051023010,2022-06-30T13:10:21.515,0,65459,36381,1980,2725.83,2917.42,3243.88,1
1,2051023011,2022-06-30T13:22:27.413,0,47155,43381,929,2062.33,2383.02,2549.84,1
1,2051023013,2022-06-30T13:33:53.462,0,57236,31429,829,21.33,51.27,54.96,30
7,2051023014,2022-06-30T13:33:54.418,0,65887,36462,4791,961.80,1862.27,1985.12,1
15,2051023015,2022-06-30T13:33:54.969,0,56167,69945,8629,793.67,791.66,847.07,1
2,2051023016,2022-06-30T13:45:17.160,0,55217,5197,2642,2826.91,3260.27,3491.75,1
1,2051023017,2022-06-30T13:45:17.775,0,46917,1711,875,180.96,229.43,245.72,2
1,2051023017,2022-06-30T13:45:17.775,0,40026,1711,875,433.18,515.68,551.78,2
5,2051023018,2022-06-30T13:45:19.038,1,47501,18741,4231,322.22,412.18,441.86,1
5,2051023018,2022-06-30T13:45:19.038,1,61050,18741,4231,652.48,655.68,701.58,1
5,2051023018,2022-06-30T13:45:19.038,1,61051,18741,4231,1122.27,1222.60,1304.02,1
5,2051023018,2022-06-30T13:45:19.038,1,52122,18741,4231,307.12,373.33,399.83,1
5,2051023019,2022-06-30T13:45:21.100,1,65761,39059,3453,637.91,716.12,766.24,1
5,2051023019,2022-06-30T13:45:21.100,1,59353,39059,3453,1060.46,1137.88,1213.49,1
1,2051023020,2022-06-30T13:45:21.795,0,47628,3173,710,273.47,340.80,365.34,1
5,2051023021,2022-06-30T13:57:23.020,0,58049,37693,3690,618.92,690.94,739.30,1
5,2051023021,2022-06-30T13:57:23.020,0,60633,37693,3690,470.90,538.85,576.57,1
2,2051023022,2022-06-30T13:57:23.639,0,59353,61611,2626,1060.46,1177.01,1249.05,1
5,2051023023,2022-06-30T13:57:24.134,0,57720,51740,3381,1023.64,999.14,1069.08,1
2,2051023024,2022-06-30T13:57:24.527,0,22211,36188,2460,134.36,156.98,168.12,2
2,2051023012,2022-06-30T14:09:19.207,3,37025,7872,2594,214.76,254.05,282.36,2
1,2051023025,2022-06-30T14:09:20.244,0,38603,62652,96,93.50,134.96,144.41,2
1,2051023026,2022-06-30T14:09:20.646,0,50107,30854,985,14.83,41.25,44.19,20
5,2051023028,2022-06-30T14:09:21.413,0,49581,19408,3848,485.96,697.98,746.85,1
9,2051023029,2022-06-30T14:22:20.513,0,21827,64946,5824,256.40,310.94,333.01,2
9,2051023029,2022-06-30T14:22:20.513,0,65288,64946,5824,1234.80,1358.52,1444.12,1
9,2051023029,2022-06-30T14:22:20.513,0,55107,64946,5824,175.88,228.42,244.64,1
5,2051023030,2022-06-30T14:22:21.548,0,40385,18653,3189,1741.90,2885.54,3074.68,1
1,2051023031,2022-06-30T14:22:21.927,0,57781,5795,764,7.35,13.09,14.01,4
1,2051023031,2022-06-30T14:22:21.927,0,41630,5795,764,40.52,58.42,62.51,1
1,2051023031,2022-06-30T14:22:21.927,0,47222,5795,764,40.52,47.34,50.65,1
1,2051023031,2022-06-30T14:22:21.927,0,52013,5795,764,408.19,554.96,593.81,1
1,2051023032,2022-06-30T14:22:22.595,0,38151,44265,1434,3003.28,3309.51,3547.79,1
1,2051023032,2022-06-30T14:22:22.595,0,65448,44265,1434,7759.44,9322.61,9975.19,1
1,2051023033,2022-06-30T14:33:02.921,0,13921,15785,914,259.24,335.99,408.45,6
2,2051023034,2022-06-30T14:33:03.622,0,20270,16774,2672,937.91,1199.46,1284.62,1
1,2051023035,2022-06-30T14:33:04.081,0,50125,44673,710,322.80,567.53,607.82,1
1,2051023027,2022-06-30T14:44:03.182,0,46458,22969,1280,39.44,55.09,66.82,1
1,2051023027,2022-06-30T14:44:03.182,0,48950,22969,1280,82.17,96.64,126.09,2
1,2051023027,2022-06-30T14:44:03.182,0,66520,22969,1280,74.31,85.73,93.76,7
1,2051023027,2022-06-30T14:44:03.182,0,4503,22969,1280,26.23,36.22,38.80,2
1,2051023036,2022-06-30T14:44:04.687,0,66946,28633,1135,622.33,789.64,844.92,5
1,2051023037,2022-06-30T14:44:05.214,0,20264,2928,938,985.97,1220.72,1306.17,1
8,2051023038,2022-06-30T14:44:06.107,0,61029,42137,5516,329.49,378.35,405.22,1
1,2051023039,2022-06-30T14:44:06.687,0,58202,44064,656,22.71,53.34,57.12,19
13,2051023040,2022-06-30T14:55:10.387,0,42727,51956,6655,342.12,455.40,488.20,1
8,2051023041,2022-06-30T14:55:10.936,0,50413,50047,5333,1021.58,1114.38,1187.63,2
5,2051023042,2022-06-30T14:55:11.827,0,61298,51740,3381,990.78,1195.43,1280.31,1
5,2051023043,2022-06-30T15:06:02.988,1,51720,13932,3861,731.46,989.07,1058.30,1
1,2051023044,2022-06-30T15:06:03.436,0,49014,27265,632,469.21,612.81,656.32,2
1,2051023045,2022-06-30T15:06:04.016,0,62229,51063,167,45.90,67.42,72.21,4
1,2051023046,2022-06-30T15:06:04.747,0,65469,29308,1573,161.22,189.83,220.93,3
1,2051023046,2022-06-30T15:06:04.747,0,41214,29308,1573,629.90,752.98,807.20,1
5,2051023047,2022-06-30T15:17:03.024,4,46980,41233,4005,386.70,524.26,561.48,1
1,2051023048,2022-06-30T15:17:03.627,0,21003,68873,166,407.09,522.74,559.33,1
5,2051023049,2022-06-30T15:17:04.098,0,43325,65953,3572,272.60,321.29,343.79,50
5,2051023050,2022-06-30T15:17:04.527,0,55551,52390,3455,70.05,119.74,128.25,2
5,2051023050,2022-06-30T15:17:04.527,0,47564,52390,3455,71.12,106.66,114.24,2
1,2051023051,2022-06-30T15:28:40.856,0,57781,15703,142,7.35,13.09,14.01,16
5,2051023052,2022-06-30T15:40:05.354,0,49298,54983,4028,113.43,131.88,157.34,2
1,2051023053,2022-06-30T15:40:06.151,0,21092,45450,991,423.02,498.64,534.54,1
2,2051023054,2022-06-30T15:52:32.329,1,53123,14990,2141,99.74,150.12,164.89,2
1,2051023055,2022-06-30T15:52:32.864,0,43119,58969,418,230.09,302.15,323.31,2
1,2051023055,2022-06-30T15:52:32.864,0,51944,58969,418,392.22,479.43,512.99,1
8,2051023056,2022-06-30T16:03:33.377,0,53496,60498,5371,91.58,154.10,164.89,1
8,2051023056,2022-06-30T16:03:33.377,0,59720,60498,5371,62.23,93.58,100.23,1
1,2051023057,2022-06-30T16:03:34.143,3,6690,14917,577,814.68,1310.15,1403.17,1
1,2051023058,2022-06-30T16:03:34.827,0,51879,61057,1585,316.96,337.41,361.03,1
1,2051023058,2022-06-30T16:03:34.827,0,2571,61057,1585,12.93,26.17,28.02,30
1,2051023059,2022-06-30T16:14:55.351,0,58028,15731,585,205.64,246.53,264.04,1
1,2051023059,2022-06-30T16:14:55.351,0,575,15731,585,115.50,132.45,145.49,1
1,2051023059,2022-06-30T16:14:55.351,0,48129,15731,585,635.39,737.56,789.95,1
1,2051023060,2022-06-30T16:14:56.532,0,65616,47969,852,18.13,23.31,25.86,5
1,2051023060,2022-06-30T16:14:56.532,0,40974,47969,852,515.96,555.97,594.89,1
5,2051023061,2022-06-30T16:14:57.267,0,22885,54334,3725,55.25,81.58,87.29,2
5,2051023061,2022-06-30T16:14:57.267,0,48635,54334,3725,93.71,94.81,120.70,1
1,2051023062,2022-06-30T16:14:57.810,0,54935,49551,214,299.82,351.23,378.27,1
1,2051023063,2022-06-30T16:14:58.232,0,59894,59843,694,1812.95,2084.96,2231.92,4
1,2051023064,2022-06-30T16:14:58.622,0,41624,4804,1104,164.62,216.54,231.71,1
2,2051023065,2022-06-30T16:14:59.005,0,65805,53089,2415,1118.46,1214.55,1300.78,1
2,2051023066,2022-06-30T16:26:04.031,0,42953,7414,2130,574.99,702.71,753.31,1
2,2051023066,2022-06-30T16:26:04.031,0,38671,7414,2130,301.79,410.54,439.70,1
1,2051023067,2022-06-30T16:38:18.104,0,46458,22969,1167,39.44,55.09,66.82,1
1,2051023067,2022-06-30T16:38:18.104,0,48950,22969,1167,82.17,96.64,126.09,2
1,2051023067,2022-06-30T16:38:18.104,0,66520,22969,1167,74.31,85.73,93.76,7
1,2051023067,2022-06-30T16:38:18.104,0,4503,22969,1167,26.23,36.22,38.80,2
5,2051023068,2022-06-30T16:38:19.320,0,48507,37974,3158,2561.27,3043.92,3260.04,1
8,2051023069,2022-06-30T16:50:40.334,0,20257,49759,5343,799.39,973.04,1042.14,1
5,2051023070,2022-06-30T16:50:40.914,4,40697,38625,3543,663.30,759.72,813.66,1
1,2051023071,2022-06-30T16:50:41.733,0,57248,22561,777,478.41,632.93,677.87,1
1,2051023072,2022-06-30T16:50:42.191,0,59894,59843,694,1812.95,2084.96,2231.92,2
15,2051023073,2022-06-30T16:50:42.845,0,41642,457,8536,1789.92,2070.26,2196.35,1
15,2051023073,2022-06-30T16:50:42.845,0,50206,457,8536,594.85,629.50,673.56,1
1,2051023074,2022-06-30T17:02:27.904,0,20264,25242,33,985.97,1220.72,1306.17,1
8,2051023075,2022-06-30T17:14:15.103,3,16122,71262,5198,833.13,985.21,1056.15,1
5,2051023076,2022-06-30T17:14:16.356,0,60739,65221,3231,335.71,518.71,555.02,1
15,2051023077,2022-06-30T17:14:16.811,0,56467,49873,8228,128.11,140.34,151.96,3
1,2051023078,2022-06-30T17:14:19.969,0,64974,49551,214,315.94,399.48,427.85,1
1,2051023079,2022-06-30T17:25:52.760,0,59012,42858,938,78.44,112.80,120.70,1
1,2051023079,2022-06-30T17:25:52.760,0,59013,42858,938,79.01,115.83,123.94,1
1,2051023079,2022-06-30T17:25:52.760,0,59011,42858,938,79.75,115.83,123.94,1
1,2051023080,2022-06-30T17:25:56.516,0,61234,32994,871,10.15,33.20,35.56,2
1,2051023080,2022-06-30T17:25:56.516,0,54511,32994,871,66.89,157.98,169.20,1
1,2051023080,2022-06-30T17:25:56.516,0,50435,32994,871,267.57,321.29,343.79,1
1,2051023080,2022-06-30T17:25:56.516,0,52190,32994,871,51.84,83.52,89.45,1
1,2051023080,2022-06-30T17:25:56.516,0,7492,32994,871,17.84,32.20,34.49,2
1,2051023080,2022-06-30T17:25:56.516,0,61409,32994,871,8.02,14.10,15.09,2
1,2051023080,2022-06-30T17:25:56.516,0,5879,32994,871,5.39,7.05,7.54,20
1,2051023080,2022-06-30T17:25:56.516,0,5938,32994,871,4.20,6.04,6.47,10
15,2051023081,2022-06-30T17:47:15.293,0,56745,56632,8643,186.43,293.09,313.61,1
1,2051023082,2022-06-30T17:47:20.412,0,13919,68107,449,132.38,397.47,425.69,2
1,2051023083,2022-06-30T17:47:31.141,0,16555,63252,210,20.05,23.73,29.10,20
5,2051023084,2022-06-30T17:47:37.874,0,66325,7958,3788,117.24,132.49,156.27,1
5,2051023084,2022-06-30T17:47:37.874,0,6711,7958,3788,124.91,147.94,170.28,1
1,2051023085,2022-06-30T17:47:41.388,0,47785,26138,871,51.19,73.52,78.67,7
1,2051023086,2022-06-30T17:58:11.893,0,52955,31969,632,449.61,602.75,645.54,1
1,2051023087,2022-06-30T18:20:04.112,0,58520,16299,991,135.07,202.45,216.62,1
1,2051023088,2022-06-30T18:20:04.622,0,64090,57581,585,720.59,913.68,978.55,2
1,2051023088,2022-06-30T18:20:04.622,0,40530,57581,585,500.40,567.53,607.82,1
1,2051023088,2022-06-30T18:20:04.622,0,60160,57581,585,11.16,40.25,43.11,2
1,2051023088,2022-06-30T18:20:04.622,0,36948,57581,585,224.63,256.70,276.97,1
7,2051023089,2022-06-30T18:20:05.462,0,21098,53502,4550,735.13,994.10,1063.69,1
7,2051023090,2022-06-30T18:20:05.892,0,40837,56294,5057,1516.99,1658.31,1776.05,1
7,2051023091,2022-06-30T18:20:06.332,0,56130,10232,5032,83.38,151.94,162.73,2
5,2051023092,2022-06-30T18:20:07.114,1,56911,20442,3882,435.47,602.30,644.46,1
1,2051023093,2022-06-30T18:20:07.698,0,40830,726,123,235.89,280.86,310.38,1
7,2051023094,2022-06-30T18:20:08.240,1,66761,12866,4931,1637.03,2255.02,2415.13,1
9,2061089100,2022-06-30T18:22:34.950,0,41896,73046,5907,213.95,248.96,292.06,1
9,2061089100,2022-06-30T18:22:34.950,0,47037,73046,5907,175.96,205.16,238.17,1
2,2051023095,2022-06-30T18:42:05.209,0,60568,66268,2731,386.18,498.09,546.39,1
1,2051023096,2022-06-30T18:42:05.755,0,40821,828,1229,541.60,612.81,656.32,7
1,2051023097,2022-06-30T18:42:06.204,0,46889,60265,1145,53.82,78.49,84.06,1
1,2051023097,2022-06-30T18:42:06.204,0,5922,60265,1145,42.06,46.33,49.57,2
1,2051023097,2022-06-30T18:42:06.204,0,47617,60265,1145,10.78,22.14,23.71,2
1,2051023098,2022-06-30T18:42:06.925,2,65495,50899,952,425.98,527.77,564.71,1
1,2051023099,2022-06-30T18:53:02.620,0,66017,2853,139,1018.22,1134.11,1213.49,1
1,2051023099,2022-06-30T18:53:02.620,0,49684,2853,139,736.70,861.73,993.64,1
1,2061089101,2022-06-30T19:08:20.610,1,42512,72996,342,217.80,347.16,371.81,1
2,2051023100,2022-06-30T19:15:03.029,0,53496,7845,2548,91.58,154.10,164.89,1
2,2051023100,2022-06-30T19:15:03.029,0,65547,7845,2548,3.93,6.05,6.47,30
1,2051023101,2022-06-30T19:15:03.924,0,3157,48136,750,390.96,465.33,497.90,1
5,2051023102,2022-06-30T19:26:02.716,0,57922,71159,3555,680.04,771.93,844.92,1
1,2051023103,2022-06-30T19:59:02.659,0,60087,4641,1084,249.11,281.57,314.69,1
1,2051023104,2022-06-30T20:10:03.617,0,66747,61037,442,227.97,192.51,211.23,1
1,2051023104,2022-06-30T20:10:03.617,0,197,61037,442,289.31,340.11,364.26,1
1,2051023105,2022-06-30T20:10:04.954,0,56037,46114,1018,629.38,761.44,814.74,1
1,2051023106,2022-06-30T20:10:05.711,0,57071,22383,937,732.55,895.40,958.08,5
